A10E4LHR5D2K1B,477,"2020-02-17 04:28:20PM","2020-02-17 04:30:52PM",10,8.0,0.3
A10E4LHR5D2K1B,478,"2020-02-17 04:31:01PM","2020-02-17 04:32:49PM",10,7.0,0.27
A10E4LHR5D2K1B,479,"2020-02-17 04:32:55PM","2020-02-17 04:34:25PM",10,8.0,0.27
A10E4LHR5D2K1B,480,"2020-02-17 04:34:32PM","2020-02-17 04:36:52PM",10,6.0,0.3
A10E4LHR5D2K1B,481,"2020-02-17 04:36:57PM","2020-02-17 04:38:31PM",10,4.0,0.29
A11NAAM1V7WAWE,493,"2020-02-18 05:45:16PM","2020-02-18 05:45:16PM",1,1.0,0.04
A11NAAM1V7WAWE,494,"2020-02-18 05:45:58PM","2020-02-18 05:46:44PM",6,3.0,0.19
A11NAAM1V7WAWE,495,"2020-02-18 05:47:01PM","2020-02-18 05:47:51PM",5,3.0,0.16
A11NAAM1V7WAWE,496,"2020-02-18 05:47:59PM","2020-02-18 05:48:53PM",9,6.0,0.24
A11NAAM1V7WAWE,497,"2020-02-18 05:49:11PM","2020-02-18 05:49:55PM",7,5.0,0.18
A16V6AFM78H6HU,63,"2020-02-11 01:34:24PM","2020-02-11 01:36:01PM",6,3.0,0.16
A16V6AFM78H6HU,64,"2020-02-11 01:36:10PM","2020-02-11 01:37:11PM",4,3.0,0.11
A16V6AFM78H6HU,65,"2020-02-11 01:37:42PM","2020-02-11 01:39:05PM",7,5.0,0.2
A16V6AFM78H6HU,66,"2020-02-11 01:39:14PM","2020-02-11 01:39:43PM",4,4.0,0.14
A16V6AFM78H6HU,67,"2020-02-11 01:40:18PM","2020-02-11 01:40:57PM",4,4.0,0.14
A17YHLSRIOLN3R,433,"2020-02-15 02:18:36PM","2020-02-15 02:19:46PM",10,9.0,0.24
A17YHLSRIOLN3R,434,"2020-02-15 02:19:51PM","2020-02-15 02:20:52PM",10,9.0,0.28
A17YHLSRIOLN3R,435,"2020-02-15 02:20:57PM","2020-02-15 02:22:00PM",10,8.0,0.29
A17YHLSRIOLN3R,436,"2020-02-15 02:22:08PM","2020-02-15 02:23:09PM",10,9.0,0.28
A17YHLSRIOLN3R,437,"2020-02-15 02:23:18PM","2020-02-15 02:24:17PM",10,6.0,0.28
A19QMK6Z98GB7R,70,"2020-02-11 01:48:46PM","2020-02-11 01:49:52PM",9,9.0,0.23
A19QMK6Z98GB7R,71,"2020-02-11 01:49:56PM","2020-02-11 01:50:51PM",10,8.0,0.25
A19QMK6Z98GB7R,72,"2020-02-11 01:50:55PM","2020-02-11 01:52:28PM",10,8.0,0.27
A19QMK6Z98GB7R,73,"2020-02-11 01:52:33PM","2020-02-11 01:53:42PM",8,7.0,0.21
A19QMK6Z98GB7R,74,"2020-02-11 01:53:46PM","2020-02-11 01:54:58PM",10,7.0,0.27
A1FUQZSFQ2ENEF,68,"2020-02-11 01:47:17PM","2020-02-11 01:51:20PM",10,6.0,0.27
A1FUQZSFQ2ENEF,69,"2020-02-11 01:51:30PM","2020-02-11 01:55:54PM",10,7.0,0.25
A1FUQZSFQ2ENEF,70,"2020-02-11 01:56:06PM","2020-02-11 02:01:03PM",10,7.0,0.29
A1FUQZSFQ2ENEF,71,"2020-02-11 02:01:12PM","2020-02-11 02:09:11PM",9,6.0,0.27
A1FUQZSFQ2ENEF,72,"2020-02-11 02:09:21PM","2020-02-11 02:12:51PM",7,7.0,0.22
A1H02T7P69OQ7F,407,"2020-02-13 05:43:59PM","2020-02-13 05:45:53PM",10,6.0,0.22
A1H02T7P69OQ7F,408,"2020-02-13 05:46:10PM","2020-02-13 05:47:43PM",10,5.0,0.24
A1H02T7P69OQ7F,409,"2020-02-13 05:47:54PM","2020-02-13 05:49:18PM",10,7.0,0.24
A1H02T7P69OQ7F,410,"2020-02-13 05:49:29PM","2020-02-13 05:51:31PM",10,6.0,0.26
A1H02T7P69OQ7F,411,"2020-02-13 05:51:37PM","2020-02-13 05:52:52PM",10,3.0,0.26
A1HRH92NH49RX2,175,"2020-02-11 07:18:27PM","2020-02-11 07:19:46PM",10,9.0,0.23
A1HRH92NH49RX2,176,"2020-02-11 07:19:52PM","2020-02-11 07:20:35PM",10,8.0,0.25
A1HRH92NH49RX2,177,"2020-02-11 07:20:42PM","2020-02-11 07:21:37PM",10,5.0,0.26
A1HRH92NH49RX2,178,"2020-02-11 07:21:42PM","2020-02-11 07:22:30PM",10,6.0,0.21
A1HRH92NH49RX2,179,"2020-02-11 07:22:34PM","2020-02-11 07:23:46PM",10,10.0,0.26
A1HYBTBCRYOOYQ,256,"2020-02-12 08:53:58AM","2020-02-12 08:54:59AM",10,8.0,0.28
A1HYBTBCRYOOYQ,257,"2020-02-12 08:55:06AM","2020-02-12 08:56:52AM",10,6.0,0.31
A1HYBTBCRYOOYQ,258,"2020-02-12 08:56:58AM","2020-02-12 08:57:39AM",9,6.0,0.24
A1HYBTBCRYOOYQ,259,"2020-02-12 08:57:44AM","2020-02-12 08:58:40AM",10,6.0,0.27
A1HYBTBCRYOOYQ,260,"2020-02-12 08:58:45AM","2020-02-12 08:59:28AM",10,9.0,0.3
A1IHUEZVS632K5,245,"2020-02-12 08:13:12AM","2020-02-12 08:14:17AM",10,6.0,0.25
A1IXO4DJWHL397,487,"2020-02-17 11:58:33PM","2020-02-18 12:00:29AM",10,7.0,0.27
A1IXO4DJWHL397,488,"2020-02-18 12:00:59AM","2020-02-18 12:01:48AM",6,4.0,0.16
A1IXO4DJWHL397,489,"2020-02-18 12:01:52AM","2020-02-18 12:02:55AM",10,7.0,0.29
A1IXO4DJWHL397,490,"2020-02-18 12:02:58AM","2020-02-18 12:04:07AM",10,8.0,0.25
A1IXO4DJWHL397,491,"2020-02-18 12:04:12AM","2020-02-18 12:06:09AM",10,9.0,0.27
A1LJRHW7DSCHOW,281,"2020-02-12 11:12:58AM","2020-02-12 11:14:18AM",10,7.0,0.28
A1LJRHW7DSCHOW,282,"2020-02-12 11:14:27AM","2020-02-12 11:16:30AM",10,4.0,0.28
A1LJRHW7DSCHOW,283,"2020-02-12 11:16:33AM","2020-02-12 11:17:43AM",10,9.0,0.23
A1LJRHW7DSCHOW,284,"2020-02-12 11:17:51AM","2020-02-12 11:18:44AM",10,5.0,0.24
A1LJRHW7DSCHOW,285,"2020-02-12 11:18:48AM","2020-02-12 11:19:43AM",10,8.0,0.29
A1LQQ7UQKJYITI,140,"2020-02-11 05:26:27PM","2020-02-11 05:27:23PM",10,7.0,0.27
A1LQQ7UQKJYITI,141,"2020-02-11 05:27:28PM","2020-02-11 05:28:46PM",10,5.0,0.25
A1LQQ7UQKJYITI,142,"2020-02-11 05:28:52PM","2020-02-11 05:29:52PM",10,6.0,0.28
A1LQQ7UQKJYITI,143,"2020-02-11 05:29:57PM","2020-02-11 05:30:47PM",9,7.0,0.22
A1LQQ7UQKJYITI,144,"2020-02-11 05:30:51PM","2020-02-11 05:31:43PM",9,7.0,0.25
A1NCIKNP38QAK6,95,"2020-02-11 03:05:22PM","2020-02-11 03:06:36PM",9,7.0,0.25
A1NCIKNP38QAK6,96,"2020-02-11 03:06:41PM","2020-02-11 03:07:44PM",10,6.0,0.25
A1NCIKNP38QAK6,97,"2020-02-11 03:07:49PM","2020-02-11 03:08:56PM",10,8.0,0.28
A1NCIKNP38QAK6,98,"2020-02-11 03:09:00PM","2020-02-11 03:09:46PM",10,9.0,0.28
A1NCIKNP38QAK6,99,"2020-02-11 03:09:55PM","2020-02-11 03:10:48PM",10,6.0,0.26
A1NO6ZM4D7A6AB,319,"2020-02-12 02:22:39PM","2020-02-12 02:23:30PM",10,7.0,0.25
A1NO6ZM4D7A6AB,320,"2020-02-12 02:23:40PM","2020-02-12 02:24:35PM",10,6.0,0.27
A1NO6ZM4D7A6AB,321,"2020-02-12 02:24:55PM","2020-02-12 02:25:55PM",10,7.0,0.29
A1NO6ZM4D7A6AB,322,"2020-02-12 02:26:00PM","2020-02-12 02:26:54PM",10,6.0,0.25
A1NO6ZM4D7A6AB,323,"2020-02-12 02:27:02PM","2020-02-12 02:27:47PM",10,9.0,0.24
A1OS7VYYVLF0AX,225,"2020-02-12 04:19:53AM","2020-02-12 04:22:55AM",10,5.0,0.24
A1Q89Q9URVARUG,422,"2020-02-15 11:51:37AM","2020-02-15 11:53:11AM",10,7.0,0.29
A1Q89Q9URVARUG,423,"2020-02-15 11:53:16AM","2020-02-15 11:54:48AM",9,7.0,0.24
A1Q89Q9URVARUG,424,"2020-02-15 11:54:53AM","2020-02-15 11:56:16AM",10,6.0,0.25
A1Q89Q9URVARUG,425,"2020-02-15 11:56:31AM","2020-02-15 11:58:00AM",10,8.0,0.24
A1Q89Q9URVARUG,426,"2020-02-15 11:58:10AM","2020-02-15 11:59:37AM",10,7.0,0.27
A1SE0JWWA7WH5L,276,"2020-02-12 10:32:02AM","2020-02-12 10:32:57AM",10,6.0,0.27
A1SE0JWWA7WH5L,277,"2020-02-12 10:33:01AM","2020-02-12 10:34:33AM",10,7.0,0.27
A1SE0JWWA7WH5L,278,"2020-02-12 10:34:36AM","2020-02-12 10:35:24AM",10,7.0,0.3
A1SE0JWWA7WH5L,279,"2020-02-12 10:35:32AM","2020-02-12 10:36:36AM",10,8.0,0.27
A1SE0JWWA7WH5L,280,"2020-02-12 10:36:41AM","2020-02-12 10:37:29AM",10,5.0,0.31
A1SW2B761CAR48,391,"2020-02-13 01:19:40PM","2020-02-13 01:21:16PM",10,7.0,0.29
A1SW2B761CAR48,392,"2020-02-13 01:21:23PM","2020-02-13 01:22:59PM",10,5.0,0.26
A1SW2B761CAR48,393,"2020-02-13 01:23:08PM","2020-02-13 01:24:30PM",10,7.0,0.29
A1SW2B761CAR48,394,"2020-02-13 01:25:01PM","2020-02-13 01:26:03PM",10,8.0,0.29
A1SW2B761CAR48,395,"2020-02-13 01:26:13PM","2020-02-13 01:26:59PM",9,5.0,0.24
A1U09W2A2G4UWD,384,"2020-02-12 08:11:09PM","2020-02-12 08:13:01PM",9,6.0,0.24
A1U09W2A2G4UWD,385,"2020-02-12 08:13:31PM","2020-02-12 08:15:06PM",10,4.0,0.27
A1U09W2A2G4UWD,386,"2020-02-12 08:15:14PM","2020-02-12 08:16:27PM",10,7.0,0.28
A1U09W2A2G4UWD,387,"2020-02-12 08:16:31PM","2020-02-12 08:17:32PM",10,9.0,0.25
A1U09W2A2G4UWD,388,"2020-02-12 08:17:41PM","2020-02-12 08:18:42PM",8,7.0,0.26
A1UGBF713D1AGZ,13,"2020-02-11 09:12:45AM","2020-02-11 09:14:42AM",7,4.0,0.2
A1UGBF713D1AGZ,14,"2020-02-11 09:15:02AM","2020-02-11 09:16:41AM",10,9.0,0.23
A1UGBF713D1AGZ,15,"2020-02-11 09:16:46AM","2020-02-11 09:18:42AM",10,7.0,0.25
A1UGBF713D1AGZ,16,"2020-02-11 09:18:49AM","2020-02-11 09:21:36AM",10,10.0,0.25
A1UGBF713D1AGZ,17,"2020-02-11 09:21:41AM","2020-02-11 09:23:08AM",10,5.0,0.28
A1V3KOQXC2MUJ6,271,"2020-02-12 10:18:26AM","2020-02-12 10:19:56AM",10,5.0,0.26
A1V3KOQXC2MUJ6,272,"2020-02-12 10:20:08AM","2020-02-12 10:21:55AM",10,5.0,0.25
A1V3KOQXC2MUJ6,273,"2020-02-12 10:22:05AM","2020-02-12 10:23:40AM",10,7.0,0.26
A1V3KOQXC2MUJ6,274,"2020-02-12 10:23:57AM","2020-02-12 10:26:21AM",10,7.0,0.27
A1V3KOQXC2MUJ6,275,"2020-02-12 10:26:37AM","2020-02-12 10:28:01AM",10,10.0,0.24
A1VU3AAUHYB1B3,313,"2020-02-12 02:07:53PM","2020-02-12 02:09:10PM",10,9.0,0.24
A1VU3AAUHYB1B3,314,"2020-02-12 02:09:15PM","2020-02-12 02:10:12PM",10,9.0,0.25
A1VU3AAUHYB1B3,315,"2020-02-12 02:10:16PM","2020-02-12 02:11:08PM",10,8.0,0.26
A1VU3AAUHYB1B3,316,"2020-02-12 02:11:10PM","2020-02-12 02:12:22PM",10,9.0,0.25
A1VU3AAUHYB1B3,317,"2020-02-12 02:12:26PM","2020-02-12 02:13:21PM",10,9.0,0.24
A1XQID5VRCNP42,472,"2020-02-17 03:00:41PM","2020-02-17 03:01:34PM",10,7.0,0.27
A1XQID5VRCNP42,473,"2020-02-17 03:01:47PM","2020-02-17 03:02:29PM",10,9.0,0.27
A1XQID5VRCNP42,474,"2020-02-17 03:02:37PM","2020-02-17 03:03:24PM",10,8.0,0.26
A1XQID5VRCNP42,475,"2020-02-17 03:03:33PM","2020-02-17 03:04:18PM",10,8.0,0.27
A1XQID5VRCNP42,476,"2020-02-17 03:04:23PM","2020-02-17 03:04:58PM",10,8.0,0.31
A1ZNHWL3R1SHBC,110,"2020-02-11 03:46:54PM","2020-02-11 03:48:09PM",10,8.0,0.29
A1ZNHWL3R1SHBC,111,"2020-02-11 03:48:17PM","2020-02-11 03:49:16PM",10,8.0,0.28
A1ZNHWL3R1SHBC,112,"2020-02-11 03:49:25PM","2020-02-11 03:50:31PM",9,7.0,0.22
A1ZNHWL3R1SHBC,113,"2020-02-11 03:50:37PM","2020-02-11 03:51:30PM",10,8.0,0.28
A1ZNHWL3R1SHBC,114,"2020-02-11 03:51:36PM","2020-02-11 03:52:39PM",10,7.0,0.26
A20ETN0FA897XC,498,"2020-02-18 06:14:08PM","2020-02-18 06:17:19PM",10,8.0,0.28
A20ETN0FA897XC,499,"2020-02-18 06:17:26PM","2020-02-18 06:18:46PM",8,5.0,0.2
A20ETN0FA897XC,500,"2020-02-18 06:18:58PM","2020-02-18 06:20:02PM",8,7.0,0.19
A20ETN0FA897XC,501,"2020-02-18 06:20:07PM","2020-02-18 06:21:46PM",10,8.0,0.26
A20ETN0FA897XC,502,"2020-02-18 06:21:53PM","2020-02-18 06:23:03PM",8,6.0,0.24
