A2RLY2I4U06ETD,A2RLY2I4U06ETD-1-5861-1,no,no
A2RLY2I4U06ETD,A2RLY2I4U06ETD-1-4448-1,no,no
A2RLY2I4U06ETD,A2RLY2I4U06ETD-1-4139-1,yes,yes
A2RLY2I4U06ETD,A2RLY2I4U06ETD-2-5997-2,unk,yes
A2RLY2I4U06ETD,A2RLY2I4U06ETD-2-4682-2,yes,yes
A2RLY2I4U06ETD,A2RLY2I4U06ETD-2-5348-2,unk,no
A2RLY2I4U06ETD,A2RLY2I4U06ETD-3-4839-3,unk,yes
A2RLY2I4U06ETD,A2RLY2I4U06ETD-3-5629-3,no,no
A2RLY2I4U06ETD,A2RLY2I4U06ETD-3-4120-3,yes,yes
A35IT4GHURUWK7,A35IT4GHURUWK7-1-4621-4,yes,no
A35IT4GHURUWK7,A35IT4GHURUWK7-1-4589-4,no,yes
A35IT4GHURUWK7,A35IT4GHURUWK7-1-4639-4,no,no
A35IT4GHURUWK7,A35IT4GHURUWK7-2-5996-5,yes,yes
A2IRIBEI9NTIW8,A2IRIBEI9NTIW8-1-4466-6,no,no
A2IRIBEI9NTIW8,A2IRIBEI9NTIW8-1-5453-6,no,yes
A2IRIBEI9NTIW8,A2IRIBEI9NTIW8-1-5882-6,no,unk
A35IT4GHURUWK7,A35IT4GHURUWK7-2-4197-5,no,no
A1OSESE6RG3NFB,A1OSESE6RG3NFB-1-5081-8,no,no
A35IT4GHURUWK7,A35IT4GHURUWK7-2-4348-5,no,no
A2IRIBEI9NTIW8,A2IRIBEI9NTIW8-2-4350-7,no,no
A1OSESE6RG3NFB,A1OSESE6RG3NFB-1-5885-8,no,no
A35IT4GHURUWK7,A35IT4GHURUWK7-3-4976-6,no,no
A35IT4GHURUWK7,A35IT4GHURUWK7-3-4734-6,no,unk
A8289AEOKHKV4,A8289AEOKHKV4-1-4022-5,no,no
A3SBNJPZS7E2AX,A3SBNJPZS7E2AX-1-5331-10,no,no
A1OSESE6RG3NFB,A1OSESE6RG3NFB-1-4167-8,unk,no
A2IRIBEI9NTIW8,A2IRIBEI9NTIW8-2-5288-7,no,no
A35IT4GHURUWK7,A35IT4GHURUWK7-3-5106-6,no,no
A3SBNJPZS7E2AX,A3SBNJPZS7E2AX-1-4269-10,unk,yes
A2IRIBEI9NTIW8,A2IRIBEI9NTIW8-2-5390-7,no,no
A1OSESE6RG3NFB,A1OSESE6RG3NFB-2-4626-9,unk,no
A2IRIBEI9NTIW8,A2IRIBEI9NTIW8-3-4494-8,no,yes
A1OSESE6RG3NFB,A1OSESE6RG3NFB-2-4830-9,no,no
A1OSESE6RG3NFB,A1OSESE6RG3NFB-2-5220-9,no,no
A2IRIBEI9NTIW8,A2IRIBEI9NTIW8-3-5409-8,no,no
A3SBNJPZS7E2AX,A3SBNJPZS7E2AX-2-5415-11,no,no
A1OSESE6RG3NFB,A1OSESE6RG3NFB-3-4424-10,unk,no
A3SBNJPZS7E2AX,A3SBNJPZS7E2AX-2-4151-11,no,no
A2IRIBEI9NTIW8,A2IRIBEI9NTIW8-3-4647-8,no,yes
A1OSESE6RG3NFB,A1OSESE6RG3NFB-3-5577-10,no,no
AAXILKN9M4YW1,AAXILKN9M4YW1-1-5396-16,no,yes
A1OSESE6RG3NFB,A1OSESE6RG3NFB-3-5076-10,no,no
AAXILKN9M4YW1,AAXILKN9M4YW1-1-4967-16,no,no
A3P86OK72F8M99,A3P86OK72F8M99-1-4062-18,yes,yes
A3SBNJPZS7E2AX,A3SBNJPZS7E2AX-3-4846-12,no,no
A3P86OK72F8M99,A3P86OK72F8M99-1-5215-18,no,no
AAXILKN9M4YW1,AAXILKN9M4YW1-1-5120-16,yes,no
A3SBNJPZS7E2AX,A3SBNJPZS7E2AX-3-4897-12,no,unk
AAXILKN9M4YW1,AAXILKN9M4YW1-2-5648-17,no,unk
A3P86OK72F8M99,A3P86OK72F8M99-2-4674-19,no,unk
AAXILKN9M4YW1,AAXILKN9M4YW1-2-4399-17,yes,yes
A3P86OK72F8M99,A3P86OK72F8M99-2-4503-19,no,unk
AAXILKN9M4YW1,AAXILKN9M4YW1-2-4890-17,no,no
A3P86OK72F8M99,A3P86OK72F8M99-2-4229-19,no,no
AAXILKN9M4YW1,AAXILKN9M4YW1-3-4921-18,no,no
AAXILKN9M4YW1,AAXILKN9M4YW1-3-5376-18,yes,yes
A3P86OK72F8M99,A3P86OK72F8M99-3-4077-20,yes,yes
AAXILKN9M4YW1,AAXILKN9M4YW1-3-4544-18,yes,no
A3P86OK72F8M99,A3P86OK72F8M99-3-4455-20,yes,no
A3P86OK72F8M99,A3P86OK72F8M99-3-4193-20,yes,unk
A1ZQU2A5A8EIHL,A1ZQU2A5A8EIHL-1-5984-24,yes,no
A14BSOU2Y5JNT0,A14BSOU2Y5JNT0-1-5226-25,no,yes
A1ZQU2A5A8EIHL,A1ZQU2A5A8EIHL-1-5135-24,yes,unk
A14BSOU2Y5JNT0,A14BSOU2Y5JNT0-1-5200-25,no,no
A1ZQU2A5A8EIHL,A1ZQU2A5A8EIHL-1-4304-24,no,no
A1OWHPMKE7YAGL,A1OWHPMKE7YAGL-1-4701-23,no,yes
A14BSOU2Y5JNT0,A14BSOU2Y5JNT0-1-5109-25,no,yes
A14BSOU2Y5JNT0,A14BSOU2Y5JNT0-2-5307-26,no,no
A14BSOU2Y5JNT0,A14BSOU2Y5JNT0-2-4435-26,yes,yes
A1OWHPMKE7YAGL,A1OWHPMKE7YAGL-2-5376-24,yes,yes
A1OWHPMKE7YAGL,A1OWHPMKE7YAGL-2-5811-24,no,no
A14BSOU2Y5JNT0,A14BSOU2Y5JNT0-2-4375-26,no,no
A14BSOU2Y5JNT0,A14BSOU2Y5JNT0-3-4060-27,unk,unk
A14BSOU2Y5JNT0,A14BSOU2Y5JNT0-3-4177-27,no,no
A1OWHPMKE7YAGL,A1OWHPMKE7YAGL-1-5411-29,no,no
A14BSOU2Y5JNT0,A14BSOU2Y5JNT0-3-4511-27,no,no
A1OWHPMKE7YAGL,A1OWHPMKE7YAGL-1-5013-29,no,no
A1OWHPMKE7YAGL,A1OWHPMKE7YAGL-2-4527-30,no,no
A2J6S7QR4CGXTW,A2J6S7QR4CGXTW-1-4309-30,yes,yes
A2J6S7QR4CGXTW,A2J6S7QR4CGXTW-1-5943-30,no,no
A1ZQU2A5A8EIHL,A1ZQU2A5A8EIHL-2-4859-32,yes,yes
A1OWHPMKE7YAGL,A1OWHPMKE7YAGL-3-5583-31,no,no
A2J6S7QR4CGXTW,A2J6S7QR4CGXTW-1-4307-30,no,unk
A1ZQU2A5A8EIHL,A1ZQU2A5A8EIHL-2-4648-32,yes,yes
A1OWHPMKE7YAGL,A1OWHPMKE7YAGL-3-5998-31,no,yes
A12W7ZB2DLBBY5,A12W7ZB2DLBBY5-1-4688-34,no,yes
A1OWHPMKE7YAGL,A1OWHPMKE7YAGL-3-4354-31,no,yes
A2J6S7QR4CGXTW,A2J6S7QR4CGXTW-2-5057-31,no,no
A1ZQU2A5A8EIHL,A1ZQU2A5A8EIHL-2-5441-32,no,no
A2J6S7QR4CGXTW,A2J6S7QR4CGXTW-2-4015-31,yes,yes
A12W7ZB2DLBBY5,A12W7ZB2DLBBY5-1-4661-34,yes,yes
A2J6S7QR4CGXTW,A2J6S7QR4CGXTW-2-4591-31,yes,yes
A2J6S7QR4CGXTW,A2J6S7QR4CGXTW-3-5714-32,yes,yes
A2J6S7QR4CGXTW,A2J6S7QR4CGXTW-3-5736-32,no,no
A1ZQU2A5A8EIHL,A1ZQU2A5A8EIHL-3-4202-33,yes,yes
A2J6S7QR4CGXTW,A2J6S7QR4CGXTW-3-5187-32,no,no
A1ZQU2A5A8EIHL,A1ZQU2A5A8EIHL-3-4631-33,yes,unk
A1CZ2GB5LZ9O5H,A1CZ2GB5LZ9O5H-1-5836-40,yes,yes
A12W7ZB2DLBBY5,A12W7ZB2DLBBY5-2-4286-35,yes,yes
A1ZQU2A5A8EIHL,A1ZQU2A5A8EIHL-3-4813-33,no,yes
A1CZ2GB5LZ9O5H,A1CZ2GB5LZ9O5H-1-4701-40,no,yes
A1CZ2GB5LZ9O5H,A1CZ2GB5LZ9O5H-1-4458-40,no,yes
A12W7ZB2DLBBY5,A12W7ZB2DLBBY5-2-5304-35,yes,no
A1CZ2GB5LZ9O5H,A1CZ2GB5LZ9O5H-2-5726-41,yes,yes
A1CZ2GB5LZ9O5H,A1CZ2GB5LZ9O5H-2-5477-41,no,no
A12W7ZB2DLBBY5,A12W7ZB2DLBBY5-3-5819-36,yes,yes
A1CZ2GB5LZ9O5H,A1CZ2GB5LZ9O5H-2-4072-41,no,yes
A1CZ2GB5LZ9O5H,A1CZ2GB5LZ9O5H-3-5272-42,no,no
A1CZ2GB5LZ9O5H,A1CZ2GB5LZ9O5H-3-4415-42,yes,yes
A2IQFNKKQ4VU1U,A2IQFNKKQ4VU1U-1-4711-43,no,yes
A1CZ2GB5LZ9O5H,A1CZ2GB5LZ9O5H-3-4605-42,no,yes
A12W7ZB2DLBBY5,A12W7ZB2DLBBY5-3-4680-36,no,unk
A12W7ZB2DLBBY5,A12W7ZB2DLBBY5-3-5388-36,no,unk
A122PMN7S5SU33,A122PMN7S5SU33-1-4630-42,yes,yes
A122PMN7S5SU33,A122PMN7S5SU33-1-5657-42,no,no
A2IQFNKKQ4VU1U,A2IQFNKKQ4VU1U-3-5044-45,no,no
A122PMN7S5SU33,A122PMN7S5SU33-2-5517-43,no,no
