A1CZ2GB5LZ9O5H,A1CZ2GB5LZ9O5H-1-10454-1,other,plain
A3KF9DXMEZBAPG,A3KF9DXMEZBAPG-1-10390-2,floral,plain
A3KF9DXMEZBAPG,A3KF9DXMEZBAPG-1-15197-2,true,False
A3KF9DXMEZBAPG,A3KF9DXMEZBAPG-1-16255-2,Humor,Humor
A1CLIU8B1Y747D,A1CLIU8B1Y747D-1-17141-3,"Personal Growth","Personal Growth"
A3KF9DXMEZBAPG,A3KF9DXMEZBAPG-2-13692-3,valentine,VALENTINE
A3KF9DXMEZBAPG,A3KF9DXMEZBAPG-2-8622-3,Neutral,Positive
A3KF9DXMEZBAPG,A3KF9DXMEZBAPG-3-7996-4,5,4.4
A1CLIU8B1Y747D,A1CLIU8B1Y747D-1-17235-3,Finance,"Health & Fitness"
A3KF9DXMEZBAPG,A3KF9DXMEZBAPG-3-14223-4,false,False
A1CLIU8B1Y747D,A1CLIU8B1Y747D-1-8087-3,"Photo unavailable",Neutral
A3KF9DXMEZBAPG,A3KF9DXMEZBAPG-3-14837-4,false,False
A3ANB70V6WYOZY,A3ANB70V6WYOZY-1-13518-5,"Parise Lou",LOU
A1CLIU8B1Y747D,A1CLIU8B1Y747D-2-10028-4,plain,plain
A3ANB70V6WYOZY,A3ANB70V6WYOZY-1-18562-5,Positive,Positive
A1CLIU8B1Y747D,A1CLIU8B1Y747D-2-18413-4,Neutral,Neutral
AXID3RPK6NZT6,AXID3RPK6NZT6-1-11585-7,plain,plain
AXID3RPK6NZT6,AXID3RPK6NZT6-1-14417-7,false,False
AXID3RPK6NZT6,AXID3RPK6NZT6-1-313-7,No,"I can't tell"
A3ANB70V6WYOZY,A3ANB70V6WYOZY-1-2356-5,7,7.0
A3ANB70V6WYOZY,A3ANB70V6WYOZY-3-14959-7,false,False
A3ANB70V6WYOZY,A3ANB70V6WYOZY-3-14705-7,true,False
A1CLIU8B1Y747D,A1CLIU8B1Y747D-2-18411-4,"Highly negative",Neutral
AXID3RPK6NZT6,AXID3RPK6NZT6-2-10564-8,stripes,plain
A1CLIU8B1Y747D,A1CLIU8B1Y747D-3-5184-5,no,no
A1CLIU8B1Y747D,A1CLIU8B1Y747D-3-5586-5,no,no
A1CLIU8B1Y747D,A1CLIU8B1Y747D-3-17233-5,Humor,Humor
AXID3RPK6NZT6,AXID3RPK6NZT6-2-19813-8,Negative,Neutral
A5FUU339LEP25,A5FUU339LEP25-1-19487-13,Neutral,Neutral
A5FUU339LEP25,A5FUU339LEP25-1-3964-13,3,1.25
A5FUU339LEP25,A5FUU339LEP25-2-12636-14,CANDICE,CANDICE
AXID3RPK6NZT6,AXID3RPK6NZT6-3-10509-9,ikat,plain
A5FUU339LEP25,A5FUU339LEP25-2-16532-14,Family/Friends/Relationships,"Personal Growth"
A5FUU339LEP25,A5FUU339LEP25-2-13655-14,JADE,JAOE
AXID3RPK6NZT6,AXID3RPK6NZT6-3-19321-9,Neutral,Neutral
A5FUU339LEP25,A5FUU339LEP25-3-14585-15,false,False
A5FUU339LEP25,A5FUU339LEP25-3-1737-15,"I can't tell",Yes
A5FUU339LEP25,A5FUU339LEP25-3-12414-15,JEREMY,JEREMY
AXID3RPK6NZT6,AXID3RPK6NZT6-3-14307-9,false,False
A9NRPV1G84HSL,A9NRPV1G84HSL-1-11276-17,plain,plain
A9NRPV1G84HSL,A9NRPV1G84HSL-1-1757-18,"I can't tell",Yes
A9NRPV1G84HSL,A9NRPV1G84HSL-1-3085-18,2,1.0
A9NRPV1G84HSL,A9NRPV1G84HSL-2-16549-19,Family/Friends/Relationships,Family/Friends/Relationships
A9NRPV1G84HSL,A9NRPV1G84HSL-2-17136-19,"Personal Growth","Personal Growth"
A9NRPV1G84HSL,A9NRPV1G84HSL-2-2603-19,1,1.0
A9NRPV1G84HSL,A9NRPV1G84HSL-3-13657-20,Isadora,ISADORA
A9NRPV1G84HSL,A9NRPV1G84HSL-3-13012-20,Alexia,ALEXIA
A9NRPV1G84HSL,A9NRPV1G84HSL-3-12545-20,Cherine,CHERINE
A306XHZ4SSZN23,A306XHZ4SSZN23-1-17636-19,"Personal Growth","Personal Growth"
A12M78R4SVDCV7,A12M78R4SVDCV7-1-2305-22,7,7.0
A12M78R4SVDCV7,A12M78R4SVDCV7-1-14495-22,false,False
AOGEGRPMKRKY,AOGEGRPMKRKY-1-16780-24,"Personal Growth","Personal Growth"
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-1-2795-25,1,1.0
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-1-16385-25,"Personal Growth",Education/Training
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-1-952-25,Yes,Yes
A12M78R4SVDCV7,A12M78R4SVDCV7-1-18387-22,Neutral,Neutral
AOGEGRPMKRKY,AOGEGRPMKRKY-1-5834-24,no,yes
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-2-8484-26,Positive,Positive
A306XHZ4SSZN23,A306XHZ4SSZN23-2-12604-20,Youseff,YOUSSEF
AOGEGRPMKRKY,AOGEGRPMKRKY-1-3520-24,1,1.25
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-2-5342-26,yes,no
A12M78R4SVDCV7,A12M78R4SVDCV7-2-5503-23,unk,yes
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-3-12275-27,NATHAN,NATHAN
AOGEGRPMKRKY,AOGEGRPMKRKY-2-7703-25,5,3.33
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-3-10823-27,plain,plain
AERIMXMAEESMI,AERIMXMAEESMI-1-12953-28,CLEMENT,CLEMET
A306XHZ4SSZN23,A306XHZ4SSZN23-2-17059-20,Humor,Humor
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-3-850-27,Yes,No
AOGEGRPMKRKY,AOGEGRPMKRKY-2-11963-25,plain,plain
A306XHZ4SSZN23,A306XHZ4SSZN23-2-5163-20,no,no
AERIMXMAEESMI,AERIMXMAEESMI-1-6527-28,5,4.0
AOGEGRPMKRKY,AOGEGRPMKRKY-3-15127-26,false,True
A12M78R4SVDCV7,A12M78R4SVDCV7-2-11798-23,plain,plain
AERIMXMAEESMI,AERIMXMAEESMI-1-9083-28,"Highly positive",Neutral
AOGEGRPMKRKY,AOGEGRPMKRKY-3-1271-26,No,No
A306XHZ4SSZN23,A306XHZ4SSZN23-3-11518-21,"polka dot","polka dot"
AOGEGRPMKRKY,AOGEGRPMKRKY-3-10077-26,floral,floral
A12M78R4SVDCV7,A12M78R4SVDCV7-3-2953-24,3,1.0
A12M78R4SVDCV7,A12M78R4SVDCV7-3-15799-24,false,False
A306XHZ4SSZN23,A306XHZ4SSZN23-3-1460-21,"I can't tell",No
A1JKXE0BTOBE57,A1JKXE0BTOBE57-1-4790-35,no,yes
AT4WOAQUBY4I9,AT4WOAQUBY4I9-1-10339-36,plain,plain
A1JKXE0BTOBE57,A1JKXE0BTOBE57-1-19489-35,"Highly positive",Positive
AT4WOAQUBY4I9,AT4WOAQUBY4I9-1-9826-36,Positive,Neutral
A306XHZ4SSZN23,A306XHZ4SSZN23-3-12702-21,Mathilde,MATHILDE
A1JKXE0BTOBE57,A1JKXE0BTOBE57-2-12375-36,Dorine,DORINE
AT4WOAQUBY4I9,AT4WOAQUBY4I9-1-8526-36,"Photo unavailable",Positive
A1JKXE0BTOBE57,A1JKXE0BTOBE57-2-11203-36,floral,floral
AT4WOAQUBY4I9,AT4WOAQUBY4I9-2-18972-37,Positive,Neutral
A1JKXE0BTOBE57,A1JKXE0BTOBE57-2-1580-36,Yes,Yes
AERIMXMAEESMI,AERIMXMAEESMI-2-13607-29,MALO,MALO
A1JKXE0BTOBE57,A1JKXE0BTOBE57-3-3287-37,4,1.0
AT4WOAQUBY4I9,AT4WOAQUBY4I9-2-16687-37,Humor,Humor
A1JKXE0BTOBE57,A1JKXE0BTOBE57-3-911-37,Yes,Yes
A1JKXE0BTOBE57,A1JKXE0BTOBE57-3-9124-37,"Photo unavailable",Neutral
AT4WOAQUBY4I9,AT4WOAQUBY4I9-2-2446-37,7,7.0
AT4WOAQUBY4I9,AT4WOAQUBY4I9-3-3170-38,1,1.0
A247TCDIBB07JC,A247TCDIBB07JC-1-394-40,No,"I can't tell"
A247TCDIBB07JC,A247TCDIBB07JC-1-13416-40,ASHAE,ASHAE
AT4WOAQUBY4I9,AT4WOAQUBY4I9-3-12420-38,Louis,LOUIS
A247TCDIBB07JC,A247TCDIBB07JC-1-9601-40,Positive,Positive
A247TCDIBB07JC,A247TCDIBB07JC-2-3294-41,5,1.0
A247TCDIBB07JC,A247TCDIBB07JC-2-14530-41,false,False
AERIMXMAEESMI,AERIMXMAEESMI-3-5850-30,no,no
A247TCDIBB07JC,A247TCDIBB07JC-2-15544-41,true,False
A247TCDIBB07JC,A247TCDIBB07JC-3-2692-42,2,1.0
AERIMXMAEESMI,AERIMXMAEESMI-3-7071-30,4,4.2
A247TCDIBB07JC,A247TCDIBB07JC-3-807-42,No,"I can't tell"
A247TCDIBB07JC,A247TCDIBB07JC-3-1342-42,Yes,Yes
A1IH7F19OWLD3A,A1IH7F19OWLD3A-1-13349-45,YLLONA,YLLONA
A1IH7F19OWLD3A,A1IH7F19OWLD3A-1-791-45,No,No
A1IH7F19OWLD3A,A1IH7F19OWLD3A-1-16023-45,"Time Management/Organization",Humor
A3UNKB1RRNN2FT,A3UNKB1RRNN2FT-1-11365-46,stars,plain
A3UNKB1RRNN2FT,A3UNKB1RRNN2FT-1-10953-46,plain,plain
A3UNKB1RRNN2FT,A3UNKB1RRNN2FT-1-19832-46,"Highly positive","Highly positive"
A3UNKB1RRNN2FT,A3UNKB1RRNN2FT-2-7163-47,5,3.8
A1IH7F19OWLD3A,A1IH7F19OWLD3A-2-5666-46,no,no
A3UNKB1RRNN2FT,A3UNKB1RRNN2FT-2-19577-47,Neutral,Neutral
A3UNKB1RRNN2FT,A3UNKB1RRNN2FT-2-6755-47,4,3.2
A3UNKB1RRNN2FT,A3UNKB1RRNN2FT-3-3729-48,3,1.25
A1IH7F19OWLD3A,A1IH7F19OWLD3A-2-13387-46,DYLAN,DYLAN
A3UNKB1RRNN2FT,A3UNKB1RRNN2FT-3-17662-48,"Personal Growth","Personal Growth"
A1IH7F19OWLD3A,A1IH7F19OWLD3A-2-5139-46,no,no
A1IH7F19OWLD3A,A1IH7F19OWLD3A-3-6577-47,4,3.86
A3VLGVKJOHU58D,A3VLGVKJOHU58D-1-2096-52,7,7.0
A1IH7F19OWLD3A,A1IH7F19OWLD3A-3-13732-47,CHIARA,CHIARA
A3VLGVKJOHU58D,A3VLGVKJOHU58D-1-10437-52,plain,plain
A1IH7F19OWLD3A,A1IH7F19OWLD3A-3-2287-47,7,7.0
