A5FUU339LEP25,A5FUU339LEP25-1-3383-1,5,1.0
A5FUU339LEP25,A5FUU339LEP25-1-9531-1,"Photo unavailable",Neutral
A5FUU339LEP25,A5FUU339LEP25-1-15241-1,false,False
A5FUU339LEP25,A5FUU339LEP25-2-16401-2,"Recreation & Leisure",Humor
A5FUU339LEP25,A5FUU339LEP25-2-6974-2,1,3.2
AOGEGRPMKRKY,AOGEGRPMKRKY-1-13277-3,anaelle,ANAELLE
A5FUU339LEP25,A5FUU339LEP25-2-17693-2,"Health & Fitness","Personal Growth"
AOGEGRPMKRKY,AOGEGRPMKRKY-1-9669-3,Neutral,Positive
A5FUU339LEP25,A5FUU339LEP25-3-5256-3,no,no
AOGEGRPMKRKY,AOGEGRPMKRKY-1-17302-3,"Health & Fitness","Health & Fitness"
A5FUU339LEP25,A5FUU339LEP25-3-4249-3,no,no
A5FUU339LEP25,A5FUU339LEP25-3-16002-3,"Recreation & Leisure",Humor
AOGEGRPMKRKY,AOGEGRPMKRKY-2-5433-4,no,yes
AOGEGRPMKRKY,AOGEGRPMKRKY-2-19672-4,Neutral,Neutral
AOGEGRPMKRKY,AOGEGRPMKRKY-2-15464-4,false,False
AOGEGRPMKRKY,AOGEGRPMKRKY-3-11010-5,plain,plain
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-1-16760-9,"Personal Growth","Personal Growth"
AXID3RPK6NZT6,AXID3RPK6NZT6-1-9178-8,"Highly positive",Positive
AXID3RPK6NZT6,AXID3RPK6NZT6-1-15004-8,false,False
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-1-10453-9,floral,plain
AOGEGRPMKRKY,AOGEGRPMKRKY-3-1630-5,No,No
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-2-8678-10,"Photo unavailable",Neutral
AXID3RPK6NZT6,AXID3RPK6NZT6-2-17322-9,"Personal Growth","Recreation & Leisure"
AXID3RPK6NZT6,AXID3RPK6NZT6-2-10435-9,plain,plain
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-3-14165-11,true,False
AXID3RPK6NZT6,AXID3RPK6NZT6-2-10418-9,plain,plain
AXID3RPK6NZT6,AXID3RPK6NZT6-3-4841-10,no,yes
AXID3RPK6NZT6,AXID3RPK6NZT6-3-831-10,Yes,Yes
