A3DYB2N4DINWJZ,A3DYB2N4DINWJZ-1-14131-1,false,False
A2WP04RFZ9STGJ,A2WP04RFZ9STGJ-1-2523-3,1,1.0
A2WP04RFZ9STGJ,A2WP04RFZ9STGJ-1-17649-3,"Recreation & Leisure","Recreation & Leisure"
A2WP04RFZ9STGJ,A2WP04RFZ9STGJ-1-11603-3,plain,plain
A2WP04RFZ9STGJ,A2WP04RFZ9STGJ-2-3943-4,2,6.25
A2WP04RFZ9STGJ,A2WP04RFZ9STGJ-2-1727-4,Yes,Yes
A12M78R4SVDCV7,A12M78R4SVDCV7-1-18550-2,Positive,Neutral
AOGEGRPMKRKY,AOGEGRPMKRKY-1-3603-8,1,1.25
A2WP04RFZ9STGJ,A2WP04RFZ9STGJ-3-4084-5,no,no
A1JKXE0BTOBE57,A1JKXE0BTOBE57-1-9172-6,Positive,Positive
A2WP04RFZ9STGJ,A2WP04RFZ9STGJ-3-13861-5,killian,KILLIAN
A1JKXE0BTOBE57,A1JKXE0BTOBE57-1-19413-6,Positive,Positive
A2WP04RFZ9STGJ,A2WP04RFZ9STGJ-3-6367-5,5,4.0
AOGEGRPMKRKY,AOGEGRPMKRKY-1-17340-8,"Personal Growth","Health & Fitness"
AOGEGRPMKRKY,AOGEGRPMKRKY-1-8963-8,Neutral,Positive
AERIMXMAEESMI,AERIMXMAEESMI-1-16322-4,"Personal Growth","Personal Growth"
A1JKXE0BTOBE57,A1JKXE0BTOBE57-1-16537-6,Humor,"Personal Growth"
AOGEGRPMKRKY,AOGEGRPMKRKY-2-14162-9,true,False
AOGEGRPMKRKY,AOGEGRPMKRKY-2-7845-9,3,2.4
AOGEGRPMKRKY,AOGEGRPMKRKY-2-8882-9,"Photo unavailable",Neutral
A12M78R4SVDCV7,A12M78R4SVDCV7-1-13235-2,JuPia,JUPIA
A1JKXE0BTOBE57,A1JKXE0BTOBE57-2-19064-7,"Highly negative",Neutral
AOGEGRPMKRKY,AOGEGRPMKRKY-3-8563-10,Positive,Positive
AOGEGRPMKRKY,AOGEGRPMKRKY-3-15470-10,false,False
A1JKXE0BTOBE57,A1JKXE0BTOBE57-2-16140-7,"Personal Growth","Health & Fitness"
AOGEGRPMKRKY,AOGEGRPMKRKY-3-15301-10,false,False
AXID3RPK6NZT6,AXID3RPK6NZT6-1-15957-13,false,False
A1JKXE0BTOBE57,A1JKXE0BTOBE57-2-14483-7,false,False
AXID3RPK6NZT6,AXID3RPK6NZT6-1-18551-13,"Highly positive",Neutral
A1JKXE0BTOBE57,A1JKXE0BTOBE57-3-8701-8,Positive,Positive
AXID3RPK6NZT6,AXID3RPK6NZT6-1-13231-13,Allan,ALLAN
AXID3RPK6NZT6,AXID3RPK6NZT6-2-11975-14,plain,plain
A1JKXE0BTOBE57,A1JKXE0BTOBE57-3-17159-8,"Time Management/Organization","Recreation & Leisure"
AXID3RPK6NZT6,AXID3RPK6NZT6-2-7774-14,4,3.33
AXID3RPK6NZT6,AXID3RPK6NZT6-2-14504-14,false,False
A1JKXE0BTOBE57,A1JKXE0BTOBE57-3-11311-8,plain,plain
