A3DYB2N4DINWJZ,A3DYB2N4DINWJZ-1-14362-1,false,False
A3DYB2N4DINWJZ,A3DYB2N4DINWJZ-1-7093-1,4,3.8
A3DYB2N4DINWJZ,A3DYB2N4DINWJZ-1-466-1,"I can't tell",Yes
AOGEGRPMKRKY,AOGEGRPMKRKY-1-13689-2,LOIC,LOIC
AOGEGRPMKRKY,AOGEGRPMKRKY-1-19224-2,Negative,Neutral
AOGEGRPMKRKY,AOGEGRPMKRKY-1-11686-2,chevron,plain
AOGEGRPMKRKY,AOGEGRPMKRKY-2-14880-3,false,False
AOGEGRPMKRKY,AOGEGRPMKRKY-2-3219-3,1,1.0
AOGEGRPMKRKY,AOGEGRPMKRKY-2-6176-3,3,3.0
A2O0J4VZL3EJL2,A2O0J4VZL3EJL2-1-11855-3,plain,plain
AOGEGRPMKRKY,AOGEGRPMKRKY-3-3720-4,1,1.25
AOGEGRPMKRKY,AOGEGRPMKRKY-3-18572-4,Neutral,Neutral
AOGEGRPMKRKY,AOGEGRPMKRKY-3-10253-4,"polka dot","polka dot"
A26ZENZ5G8AEGM,A26ZENZ5G8AEGM-1-8178-10,Positive,Positive
AT4WOAQUBY4I9,AT4WOAQUBY4I9-1-6784-7,4,3.2
A26ZENZ5G8AEGM,A26ZENZ5G8AEGM-1-9188-10,Positive,Positive
A14UJPO621M1X0,A14UJPO621M1X0-1-12681-8,CLEMENCE,CLEMENCE
A2O0J4VZL3EJL2,A2O0J4VZL3EJL2-3-10620-5,stripes,plain
A26ZENZ5G8AEGM,A26ZENZ5G8AEGM-1-6761-10,4,3.8
A14UJPO621M1X0,A14UJPO621M1X0-1-19004-8,Positive,Neutral
A26ZENZ5G8AEGM,A26ZENZ5G8AEGM-2-9997-11,Positive,Positive
A14UJPO621M1X0,A14UJPO621M1X0-1-4376-8,unk,yes
A26ZENZ5G8AEGM,A26ZENZ5G8AEGM-2-12736-11,VICTOR,VICTOR
A14UJPO621M1X0,A14UJPO621M1X0-2-2908-9,1,1.0
A14UJPO621M1X0,A14UJPO621M1X0-2-19768-9,Positive,Negative
A14UJPO621M1X0,A14UJPO621M1X0-2-4478-9,yes,yes
A14UJPO621M1X0,A14UJPO621M1X0-3-19855-10,Neutral,Neutral
AT4WOAQUBY4I9,AT4WOAQUBY4I9-2-17038-8,"Personal Growth","Personal Growth"
A14UJPO621M1X0,A14UJPO621M1X0-3-1501-10,Yes,No
A14UJPO621M1X0,A14UJPO621M1X0-3-4101-10,yes,no
A26ZENZ5G8AEGM,A26ZENZ5G8AEGM-3-2338-12,7,7.0
A26ZENZ5G8AEGM,A26ZENZ5G8AEGM-3-6836-12,4,2.8
AT4WOAQUBY4I9,AT4WOAQUBY4I9-3-10217-9,plain,plain
A1JKXE0BTOBE57,A1JKXE0BTOBE57-1-15525-17,false,False
A1JKXE0BTOBE57,A1JKXE0BTOBE57-1-12804-17,Alycia,ALYCIA
A5FUU339LEP25,A5FUU339LEP25-1-15786-18,false,False
A1JKXE0BTOBE57,A1JKXE0BTOBE57-1-18295-17,Positive,Positive
A1JKXE0BTOBE57,A1JKXE0BTOBE57-2-14674-18,false,False
A5FUU339LEP25,A5FUU339LEP25-1-11804-18,plain,plain
A1JKXE0BTOBE57,A1JKXE0BTOBE57-2-15939-18,false,False
A5FUU339LEP25,A5FUU339LEP25-1-17664-18,"Recreation & Leisure","Recreation & Leisure"
A5FUU339LEP25,A5FUU339LEP25-2-8479-19,"Photo unavailable",Neutral
A5FUU339LEP25,A5FUU339LEP25-2-7080-19,5,3.8
A5FUU339LEP25,A5FUU339LEP25-2-16749-19,Humor,Humor
A5FUU339LEP25,A5FUU339LEP25-3-15397-20,false,False
A2IC2PVR57RY5C,A2IC2PVR57RY5C-1-3039-20,2,1.0
A5FUU339LEP25,A5FUU339LEP25-3-10422-20,plain,plain
A5FUU339LEP25,A5FUU339LEP25-3-17967-20,"Personal Growth","Personal Growth"
A1JKXE0BTOBE57,A1JKXE0BTOBE57-2-11717-18,plain,plain
A2IC2PVR57RY5C,A2IC2PVR57RY5C-1-867-20,Yes,"I can't tell"
A1JKXE0BTOBE57,A1JKXE0BTOBE57-3-15480-19,false,False
A1JKXE0BTOBE57,A1JKXE0BTOBE57-3-3057-19,5,1.0
A2IC2PVR57RY5C,A2IC2PVR57RY5C-2-14482-21,false,False
A1JKXE0BTOBE57,A1JKXE0BTOBE57-3-12114-19,Antonin,ANTONIN
A2IC2PVR57RY5C,A2IC2PVR57RY5C-2-18436-21,"Highly positive",Positive
A2IC2PVR57RY5C,A2IC2PVR57RY5C-2-17257-21,"Personal Growth","Personal Growth"
A2IC2PVR57RY5C,A2IC2PVR57RY5C-3-2377-22,7,7.0
A2IC2PVR57RY5C,A2IC2PVR57RY5C-3-10183-22,plain,plain
A2IC2PVR57RY5C,A2IC2PVR57RY5C-3-191-22,Yes,Yes
A247TCDIBB07JC,A247TCDIBB07JC-1-13385-26,LiLi-RoSE,LILI-ROSE
AXID3RPK6NZT6,AXID3RPK6NZT6-1-13759-27,Elisa,ELISA
A247TCDIBB07JC,A247TCDIBB07JC-1-10207-26,floral,floral
AXID3RPK6NZT6,AXID3RPK6NZT6-1-12305-27,Emna,EMNA
AXID3RPK6NZT6,AXID3RPK6NZT6-1-17351-27,"Health & Fitness",Humor
AXID3RPK6NZT6,AXID3RPK6NZT6-2-13343-28,Clement,CLEMENT
A247TCDIBB07JC,A247TCDIBB07JC-1-16681-26,"Personal Growth","Personal Growth"
AXID3RPK6NZT6,AXID3RPK6NZT6-2-3377-28,1,1.0
A247TCDIBB07JC,A247TCDIBB07JC-2-9737-27,Negative,Negative
AXID3RPK6NZT6,AXID3RPK6NZT6-2-5970-28,no,no
A247TCDIBB07JC,A247TCDIBB07JC-2-12349-27,SAH,SAH
AXID3RPK6NZT6,AXID3RPK6NZT6-3-12167-29,Leane,LEANE
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-1-12088-32,guillaume,GUILLAUME
AXID3RPK6NZT6,AXID3RPK6NZT6-3-19811-29,"Highly negative",Negative
A247TCDIBB07JC,A247TCDIBB07JC-2-4057-27,no,no
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-1-19505-32,Positive,Neutral
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-1-260-32,Yes,Yes
A247TCDIBB07JC,A247TCDIBB07JC-3-13525-28,MARiUS,MARIUS
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-2-18379-33,Neutral,Neutral
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-2-1202-33,Yes,"I can't tell"
A247TCDIBB07JC,A247TCDIBB07JC-3-7105-28,4,3.8
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-3-12014-34,noah,NOAH
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-3-7469-34,4,3.8
A1ZCW9H86VFIBE,A1ZCW9H86VFIBE-3-1969-34,Yes,"I can't tell"
A247TCDIBB07JC,A247TCDIBB07JC-3-500-28,Yes,Yes
A12M78R4SVDCV7,A12M78R4SVDCV7-1-18493-36,Positive,Neutral
A12M78R4SVDCV7,A12M78R4SVDCV7-1-10365-36,plain,plain
A12M78R4SVDCV7,A12M78R4SVDCV7-1-4900-36,no,yes
A12M78R4SVDCV7,A12M78R4SVDCV7-2-18854-37,"Highly positive",Positive
A12M78R4SVDCV7,A12M78R4SVDCV7-2-6218-37,5,3.0
A12M78R4SVDCV7,A12M78R4SVDCV7-2-4431-37,yes,yes
A12M78R4SVDCV7,A12M78R4SVDCV7-3-18529-38,Positive,Positive
A12M78R4SVDCV7,A12M78R4SVDCV7-3-214-38,Yes,Yes
A12M78R4SVDCV7,A12M78R4SVDCV7-3-17324-38,"Personal Growth","Personal Growth"
AERIMXMAEESMI,AERIMXMAEESMI-1-15060-39,false,False
AERIMXMAEESMI,AERIMXMAEESMI-1-1743-39,Yes,Yes
